time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.02936e-06	191.503
1	5.02936e-06	1.24277e-05	191.503
2	1.24277e-05	2.33107e-05	507.626
3	2.33107e-05	3.93199e-05	428.342
4	3.93199e-05	6.28697e-05	414.835
5	6.28697e-05	9.75121e-05	551.609
6	9.75121e-05	0.000148472	714.017
7	0.000148472	0.000223434	867.214
8	0.000223434	0.000333706	871.141
9	0.000333706	0.000495917	784.984
10	0.000495917	0.000734534	712.819
11	0.000734534	0.00108554	640.604
12	0.00108554	0.00160189	519.039
13	0.00160189	0.00236144	406.856
14	0.00236144	0.00347875	398.325
15	0.00347875	0.00512235	563.846
16	0.00512235	0.00754011	722.744
17	0.00754011	0.0110967	810.93
18	0.0110967	0.0163285	1304.24
19	0.0163285	inf	1304.24
