time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.29759e-06	3882.45
1	1.29759e-06	3.20638e-06	3882.45
2	3.20638e-06	6.01424e-06	5185.79
3	6.01424e-06	1.01447e-05	3407.44
4	1.01447e-05	1.62206e-05	4007.57
5	1.62206e-05	2.51584e-05	3673.23
6	2.51584e-05	3.83062e-05	3461.63
7	3.83062e-05	5.76467e-05	3780.72
8	5.76467e-05	8.60971e-05	4236.08
9	8.60971e-05	0.000127948	4372.59
10	0.000127948	0.000189512	4029.56
11	0.000189512	0.000280074	3349.91
12	0.000280074	0.000413292	2547.6
13	0.000413292	0.000609259	1789.51
14	0.000609259	0.00089753	1223.29
15	0.00089753	0.00132158	901.881
16	0.00132158	0.00194537	802.407
17	0.00194537	0.00286298	1177.95
18	0.00286298	0.0042128	92.2521
19	0.0042128	inf	92.2521
